Item Name,Unique ID,Urban Place Name,Pop 1990,Pop 1980,Pop 1970,Pop 1960,Pop 1950,Pop 1940,Pop 1930,Pop 1921,Longitude,Latitude,Elevation,Atlas Page,Capital,,Additional Notes: 
Key,From Right to Left:,,In 1000's,In 1000's,In 1000's,In 1000's,In 1000's,In 1000's,In 1000's,In 1000's,To 1/10th of a Min.,To 1/10th of a Min.,In Meters;,From Carta,E = State Capital,,* Missing coordinates were not available
,1st. three digits = Municipality ID,,,,,,,,,,"(e.g., 09020.20 =","(e.g., 2220.20 =",at 10 meter,De Mexico,M = Municipal Capital,,* Urban ID conforms to INEGI system
,Following digits = State ID,,,,,,,,,,90 degrees,22 degrees,intervals,"INEGI, 1982",,,
,,,,,,,,,,,20 minutes,20 minutes,,,,,
,,,,,,,,,,,2/10 minute),2/10 minute),,,,,
,11022,Ocampo,5.541,5.5,4.3,4.1,3.1,2.1,1.9,1.5,-10128.80,2138.80,2250,F14-07,M
,11023,Penjamo Conurb. (33),219,168.7,143.1,126.8,97.6,76.6,77.6,66.6,-10141.60,2023.60,1705,F14-10, 
,11026,Romita,16.535,14.5,11.9,11.9,7.5,6.2,4.7,4.5,-10131.00,2052.20,1750,F14-10,M
,11027,Salamanca,123.19,96.7,61,32.7,20.6,12,12.2,9.9,-10111.90,2034.30,1720,F14-10,M
,11027,Valtierrilla,9.645,7.3,4.3,2.8,2.5,2.3,2,1.6,-10107.70,2031.90,1710,F14-10, 
,11028,Salvatierra,33.52,28.9,19,14.5,13.2,8.3,7.5,7.6,-10052.70,2012.60,1760,F14-10,M
,11028,Urireo,8.047,7.1,4.6,3.3,2.7,2.6,2.5,2.1,-10050.50,2012.90,1800,F14-10, 
,11028,Sabino_ El,4.948,5,4.5,4,3.4,2.7,2.6,2.1,-10100.30,2016.90,1735,F14-10, 
,11028,San Nicolas,6.753,6.5,5.4,3.9,3.1,2.4,2.2,1.8,,,,,
,11030,San Felipe,20.624,12.5,10.1,9.1,7.7,5.7,6.6,5.5,-10112.80,2128.80,2080,F14-07,M
,11031,San Francisco del Rincon Conurb. (13),114,89.8,68.1,54.9,46.6,37,36.7,31.5,-10151.50,2101.00,1750,F14-07,M
,11032,San Jose Iturbide,12.094,8,5,3.3,2.9,2.8,2.5,2.5,-10023.10,2059.90,2100,F14-10,M
,11033,San Luis de la Paz,32.229,19.3,12.7,8.4,7.2,4.8,6.5,5.6,-10030.70,2117.90,2100,F14-07,M
,11035,Santa Cruz Juventino Rosas,29.828,20.4,15.9,11.9,8.9,6.8,5.8,5.3,-10059.70,2038.50,1750,F14-10,M
,11037,Silao,50.828,32.2,31.8,24.2,18.5,13.9,12.8,12.9,-10125.60,2056.60,1780,F14-10,M
,11038,Tarandacuao,6.921,5.4,4.4,3.7,3.9,2.5,2.2,1.7,-10031.10,2000.10,1930,F14-10,M
,11039,Tarimoro,11.856,9.3,7.7,6.7,5.1,4.1,4,3.2,-10045.50,2017.30,1770,F14-10,M
,11042,Valle de Santiago,56.009,37.6,16.5,21.8,15.6,12.3,11.7,11.2,-10110.90,2023.40,1720,F14-10,M
,11044,Villagran,18.144,14.6,9.8,6.9,5,4.1,2.7,2.3,-10059.70,2030.70,1730,F14-10,M
,11046,Yuriria,23.725,15,10.1,10.2,8.2,5.7,6.6,6.1,-10107.90,2012.60,1790,F14-10,M
,11046,Cerano,5.444,6.1,3.9,3.4,2.7,2.2,1.7,1.4,-10123.20,2006.50,1880,F14-10, 
,12001,Acapulco de Juarez M.A. (14),654,456.8,277.4,113.5,74.7,45.4,34.4,27.8,-09953.70,1651.80,100,E14-11,M
,12006,Apaxtla de Castrejon,7.458,5.9,3.9,3.5,2.8,2.5,2.6,1.8,-09956.10,1807.80,1200,E14-05,M
,12007,Arcelia,14.397,16,10,6.3,5.7,3.1,2.5,2,-10016.90,1819.00,400,E14-04,M
